ParticipantID,Email,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,OriginTypePairID,ParticipantFieldOfInterest,TotalDonations
1121,levi.hill1170@studentmail.org,Levi,Hill,1999-10-10,participant,801-574-3314,Salt Lake City,UT,84151,10,STEM,
1122,olivia.torres1171@community.org,Olivia,Torres,2014-09-05,participant,801-386-8696,St. George,UT,84784,12,Both,85.74
1123,mason.martin1172@community.org,Mason,Martin,2012-06-18,participant,801-545-8274,Taylorsville,UT,84740,14,STEM,50.89
1124,aurora.davis1173@studentmail.org,Aurora,Davis,2011-07-21,participant,801-857-1526,Provo,UT,84903,15,STEM,
1125,mateo.hernandez1174@ellarises.org,Mateo,Hernandez,2010-06-06,participant,801-633-8443,Bountiful,UT,84853,14,Arts,
1126,mateo.martin1175@studentmail.org,Mateo,Martin,2000-01-24,participant,801-360-5453,Taylorsville,UT,84954,8,Arts,90.19
1127,ella.johnson0@learners.net,Ella,Johnson,1990-03-06,admin,801-342-2679,West Jordan,UT,84229,16,Both,1242.68
1128,ethan.garcia1@community.org,Ethan,Garcia,1980-03-20,admin,801-295-4582,Provo,UT,84031,16,Both,
1129,mateo.hill2@ellarises.org,Mateo,Hill,1984-05-29,admin,801-865-9928,Sandy,UT,84734,16,Both,287.21
1130,victoria.lewis3@learners.net,Victoria,Lewis,1982-08-19,admin,801-363-7924,Salt Lake City,UT,84778,16,Both,
1131,lucy.williams5@community.org,Lucy,Williams,2010-05-20,participant,801-587-2291,Logan,UT,84997,4,Both,652.19
1132,penelope.robinson26@studentmail.org,Penelope,Robinson,1999-02-19,participant,801-763-2604,Ogden,UT,84454,7,Both,
1133,sofia.martin33@community.org,Sofia,Martin,1998-03-18,participant,801-969-2188,Lehi,UT,84952,5,Both,
1134,nora.white49@community.org,Nora,White,2011-12-23,participant,801-880-6409,Ogden,UT,84972,1,Both,106.98
1135,claire.lopez76@community.org,Claire,Lopez,2004-04-09,participant,801-464-6576,Sandy,UT,84364,3,Both,
1136,paisley.martin81@learners.net,Paisley,Martin,2005-01-28,participant,801-938-4155,West Jordan,UT,84124,2,Both,
1137,charlotte.martinez87@studentmail.org,Charlotte,Martinez,2010-07-08,participant,801-454-2940,Murray,UT,84088,15,Arts,2687.8
1138,theodore.davis103@studentmail.org,Theodore,Davis,2009-05-31,participant,801-933-5781,Spanish Fork,UT,84956,14,Arts,
1139,levi.anderson146@ellarises.org,Levi,Anderson,2000-07-30,participant,801-769-7022,Draper,UT,84866,15,Arts,
1140,elijah.hernandez196@community.org,Elijah,Hernandez,2011-10-16,participant,801-243-6776,Draper,UT,84458,6,Arts,
1141,aurora.young202@studentmail.org,Aurora,Young,2001-11-15,participant,801-275-8406,Logan,UT,84139,3,Both,
1142,chloe.hernandez209@learners.net,Chloe,Hernandez,1999-10-09,participant,801-731-5653,West Jordan,UT,84355,4,STEM,2450.72
1143,benjamin.hill249@learners.net,Benjamin,Hill,2014-12-27,participant,801-762-8714,Taylorsville,UT,84719,8,Both,22
1144,addison.martinez361@ellarises.org,Addison,Martinez,2005-10-08,participant,801-438-9872,Taylorsville,UT,84025,7,Both,
1145,sofia.gonzalez372@community.org,Sofia,Gonzalez,2011-01-23,participant,801-845-2376,Draper,UT,84703,9,Arts,223.34
1146,aaliyah.smith456@studentmail.org,Aaliyah,Smith,2007-09-16,participant,801-735-2560,Lehi,UT,84532,7,Both,1460.31
1147,charlotte.lopez491@learners.net,Charlotte,Lopez,2007-02-22,participant,801-433-5237,Ogden,UT,84589,6,Arts,728.07
1148,scarlett.white507@community.org,Scarlett,White,2001-01-01,participant,801-990-5767,West Jordan,UT,84913,5,Both,
1149,stella.sanchez537@community.org,Stella,Sanchez,2000-01-09,participant,801-215-2124,Sandy,UT,84531,8,Arts,
1150,victoria.anderson542@learners.net,Victoria,Anderson,2010-01-06,participant,801-561-9462,Taylorsville,UT,84979,11,Both,49.48
1151,elijah.miller601@studentmail.org,Elijah,Miller,2005-07-27,participant,801-611-9268,Orem,UT,84564,7,STEM,
1152,madison.hill634@studentmail.org,Madison,Hill,1999-10-14,participant,801-226-6886,West Jordan,UT,84704,14,Arts,
1153,zoey.anderson636@ellarises.org,Zoey,Anderson,2007-04-07,participant,801-215-5421,Taylorsville,UT,84783,10,Both,
1154,sofia.allen682@ellarises.org,Sofia,Allen,2005-04-23,participant,801-931-2752,Bountiful,UT,84838,8,Both,1764.28
1155,natalie.miller791@learners.net,Natalie,Miller,2004-04-24,participant,801-340-9489,St. George,UT,84014,1,Arts,
1156,mason.garcia879@learners.net,Mason,Garcia,2004-09-26,participant,801-281-8825,Riverton,UT,84448,12,STEM,
1157,violet.jackson906@studentmail.org,Violet,Jackson,2006-02-02,participant,801-581-7799,Ogden,UT,84273,7,Both,
1158,oliver.hernandez922@studentmail.org,Oliver,Hernandez,2000-11-25,participant,801-696-8499,Pleasant Grove,UT,84131,14,Both,235.57
1159,zoey.lewis951@ellarises.org,Zoey,Lewis,2013-04-07,participant,801-220-5606,West Jordan,UT,84761,3,Both,
1160,stella.perez997@studentmail.org,Stella,Perez,2013-06-27,participant,801-902-7608,Taylorsville,UT,84436,8,Arts,179.22
1161,benjamin.harris1009@studentmail.org,Benjamin,Harris,2003-05-18,participant,801-915-1715,Logan,UT,84403,3,STEM,
1162,claire.robinson1014@community.org,Claire,Robinson,2012-09-26,participant,801-284-9985,Riverton,UT,84070,10,Both,75.43
1163,chloe.hernandez1021@ellarises.org,Chloe,Hernandez,2005-03-28,participant,801-310-6359,Taylorsville,UT,84525,8,Both,49.26
1164,olivia.anderson1028@ellarises.org,Olivia,Anderson,2014-12-26,participant,801-442-8020,Logan,UT,84317,10,Both,
1165,abigail.king1046@studentmail.org,Abigail,King,2013-07-08,participant,801-637-5143,Taylorsville,UT,84170,4,Both,372.96
1166,lucy.clark1052@community.org,Lucy,Clark,1999-10-16,participant,801-851-3721,Logan,UT,84890,4,STEM,149.61
1167,jack.allen1059@community.org,Jack,Allen,1998-05-17,participant,801-853-6278,Sandy,UT,84004,7,Arts,641
1168,zoey.davis1068@learners.net,Zoey,Davis,2010-12-10,participant,801-520-7229,St. George,UT,84874,14,STEM,1328.4
1169,bella.brown1069@studentmail.org,Bella,Brown,2013-03-27,participant,801-527-6980,Bountiful,UT,84434,3,STEM,
1170,james.jones1076@learners.net,James,Jones,2006-10-31,participant,801-399-9978,Murray,UT,84714,2,STEM,
1171,zoey.white1096@studentmail.org,Zoey,White,2007-09-23,participant,801-357-6183,Taylorsville,UT,84842,6,STEM,
1172,hannah.nguyen1140@ellarises.org,Hannah,Nguyen,2003-10-22,participant,801-715-9602,Pleasant Grove,UT,84467,4,STEM,1134.92
1173,eleanor.johnson1145@ellarises.org,Eleanor,Johnson,2012-01-18,participant,801-869-5216,Bountiful,UT,84969,7,Both,
1174,grace.lewis1146@studentmail.org,Grace,Lewis,2001-06-29,participant,801-408-7479,Lehi,UT,84276,5,STEM,
1175,stella.lee1163@community.org,Stella,Lee,2011-07-01,participant,801-910-7782,Taylorsville,UT,84493,15,Both,
1176,victoria.garcia1166@studentmail.org,Victoria,Garcia,2006-02-16,participant,801-408-1281,Draper,UT,84003,8,Arts,
